RecordID,Offense,IncidentID,BlockNumber,StreetName,Agency,DateReported,HourReported,ReportingOfficer,Offense_cat
16182,Fraud-false pretense,202200017572,800.0,ST CHARLES AVE,CPD,2022/06/25 23:44:21+00,1944,"Venereo, Arturo",Fraud & Financial
16183,Lost/FoundProperty,202200017571,600.0,E MARKET ST,CPD,2022/06/25 22:49:39+00,1849,"Becton, Joel",Other
16184,Vandalism,202200017563,800.0,W MAIN ST,CPD,2022/06/25 22:15:04+00,1815,"Lowe, Courteny",Property Damage
16185,Larceny - All Other,202200017561,400.0,RIDGE MCINTIRE RD,CPD,2022/06/25 22:02:33+00,1802,"Darby, Michael",Theft & Larceny
16186,Suspicious Activity,202200017569,1400.0,"SHORT 18TH ST, A",CPD,2022/06/25 21:50:29+00,1750,"Venereo, Arturo",Other
16187,Suspicious Activity,202200017542,1600.0,UNIVERSITY AVE,CPD,2022/06/25 18:34:44+00,1434,"Samar, Jack",Other
16188,Suspicious Activity,202200017540,100.0,W MAIN ST,CPD,2022/06/25 18:19:24+00,1419,"Shiflett, Tammy",Other
16189,Disorderly Conduct,202200017533,900.0,E MARKET ST,CPD,2022/06/25 16:57:03+00,1257,"Shiflett, Tammy",Public Order/Disorderly
16190,Assault Simple,202200017525,400.0,"GARRETT ST, B",CPD,2022/06/25 14:52:12+00,1052,"Tennyson, James",Assault & Violent Crime
16191,Larceny - All Other,202200017518,100.0,MAURY AVE,CPD,2022/06/25 12:19:40+00,819,"Eckenroth, Rachel",Theft & Larceny
16192,Weapons Violations,202200017510,100.0,MCINTIRE PARK DR,CPD,2022/06/25 08:51:09+00,451,"Hopkins, Emma",Weapon Offenses
16193,Driving Under the Influence,202200017505,,14TH ST NW / VIRGINIA AVE,CPD,2022/06/25 06:29:56+00,229,"Vlasis, Christopher",Narcotics/Drug Offenses
16194,Assault Aggravated,202200017474,2000.0,"MICHIE DR, C",CPD,2022/06/25 02:54:55+00,2254,"Hopiane, Sayd",Assault & Violent Crime
16195,Disorderly Conduct,202200017464,800.0,"AVON ST, B",CPD,2022/06/25 01:08:18+00,2108,"Bentz, Benjamin ",Public Order/Disorderly
16196,Assist Citizen - Mental/TDO/ECO,202200017461,900.0,CALHOUN ST,CPD,2022/06/25 00:57:06+00,2057,"Smith, Daniel",Mental Health/Welfare
16197,Assault Simple,202200017457,900.0,CALHOUN ST,CPD,2022/06/24 23:47:29+00,1947,"Becton, Joel",Assault & Violent Crime
16198,Hit and Run,202200017455,,HYDRAULIC RD @ 250,CPD,2022/06/24 23:29:22+00,1929,"Turner, Devon",Motor Vehicle/Traffic
16199,Assist Citizen - Mental/TDO/ECO,202200017452,700.0,ROCKLAND AVE,CPD,2022/06/24 22:17:30+00,1817,"Pendleton, Eric",Mental Health/Welfare
16200,Burglary,202200017441,700.0,NALLE ST,CPD,2022/06/24 19:40:23+00,1540,"Houchens, Jamell",Theft & Larceny
16201,Larceny - Of Veh Parts/Access,202200017439,1600.0,DEL MAR DR,CPD,2022/06/24 19:16:01+00,1516,"Allen, Claire",Theft & Larceny
16202,Suspicious Activity,202200017422,700.0,LYONS AVE,CPD,2022/06/24 17:18:46+00,1318,"Arndt, Brian",Other
16203,Suspicious Activity,202200017420,900.0,EMMET ST N,CPD,2022/06/24 17:16:13+00,1316,"Houchens, Jamell",Other
16204,Suspicious Activity,202200017418,600.0,E MARKET ST,CPD,2022/06/24 17:03:40+00,1303,"McKeown, Kaitlyn",Other
16205,Drug/Narcotics Violation,202200017414,,GRADY AVE @ GORDON AVE,CPD,2022/06/24 16:14:00+00,1214,"Thomas, Eric",Narcotics/Drug Offenses
16206,Lost/FoundProperty,202200017401,700.0,PROSPECT AVE,CPD,2022/06/24 13:57:07+00,957,"Green, Bryan",Other
16207,Family Offense - Non-Violent,202200017367,800.0,E MARKET ST,CPD,2022/06/24 06:25:40+00,225,"Hopiane, Sayd",Other
16208,Larceny - All Other,202200017345,1400.0,OXFORD RD,CPD,2022/06/24 00:44:34+00,2044,"Lucas, Corbin",Theft & Larceny
16209,Assist Agency - Backup/Assist,202200017337,500.0,PATON ST,CPD,2022/06/23 23:02:15+00,1902,"Smith, Daniel",Other
16210,Assault Intimidation,202200017336,800.0,"HARDY DR, C",CPD,2022/06/23 22:57:21+00,1857,"Smith, Daniel",Assault & Violent Crime
16211,Larceny - All Other,202200017322,100.0,LEAKE LN,CPD,2022/06/23 20:31:29+00,1631,"Lowe, Courteny",Theft & Larceny
16212,Lost/FoundProperty,202280000552,2400.0,FONTAINE AVE,CPD,2022/06/23 20:16:00+00,1616,"Miller, Tiffany ",Other
16213,Drug/Narcotics Violation,202200017320,700.0,HARRIS ST,CPD,2022/06/23 20:11:21+00,1611,"Aguilera, Natalia",Narcotics/Drug Offenses
16214,Larceny - Of Veh Parts/Access,202200017318,1000.0,ST CLAIR AVE,CPD,2022/06/23 19:52:49+00,1552,"Lowe, Courteny",Theft & Larceny
16215,Lost/FoundProperty,202200017299,1100.0,"EMMET ST N, B",CPD,2022/06/23 15:20:38+00,1120,"Barbour, Tremaine",Other
16216,Suspicious Activity,202200017285,100.0,MCINTIRE PARK DR,CPD,2022/06/23 13:37:52+00,937,"Pendleton, Eric",Other
16217,Suspicious Activity,202200017284,600.0,HARRIS RD,CPD,2022/06/23 13:07:46+00,907,"Green, Bryan",Other
16218,Burglary,202200017280,100.0,SEMINOLE CT,CPD,2022/06/23 12:30:48+00,830,"Barbour, Tremaine",Theft & Larceny
16219,Animal Complaint,202200017282,300.0,"PATON ST, A",CPD,2022/06/23 12:00:00+00,800,"Allen, Claire",Other
16220,Animal Complaint,202200017279,1600.0,EMMET ST N,CPD,2022/06/23 11:15:02+00,715,"Allen, Claire",Other
16221,Misc - Criminal Call,202200017260,1600.0,"MERIDIAN ST, A",CPD,2022/06/23 03:34:27+00,2334,"Lowry, Brent",Other
16222,Driving Under the Influence,202200017247,1800.0,MONTICELLO RD,CPD,2022/06/23 01:15:23+00,2115,"Lucas, Corbin",Narcotics/Drug Offenses
16223,Assault Aggravated,202200017245,1600.0,"MERIDIAN ST, A",CPD,2022/06/23 00:24:21+00,2024,"Arreguin, Arron",Assault & Violent Crime
16224,Weapons Violations,202200017220,200.0,E WATER ST,CPD,2022/06/22 19:49:21+00,1549,"Smith, Daniel",Weapon Offenses
16225,Lost/FoundProperty,202200017218,500.0,E MARKET ST,CPD,2022/06/22 19:29:18+00,1529,"Smith, Daniel",Other
16226,Vandalism,202200017213,1000.0,ST CLAIR AVE,CPD,2022/06/22 18:11:30+00,1411,"Shiflett, Tammy",Property Damage
16227,Larceny - From Motor Vehicle,202200017209,1000.0,SEMINOLE TRL,CPD,2022/06/22 17:20:32+00,1320,"Arndt, Brian",Theft & Larceny
16228,Fraud-false pretense,202200017208,200.0,E MAIN ST,CPD,2022/06/22 16:48:37+00,1248,"Shiflett, Tammy",Fraud & Financial
16229,Larceny - Shoplifitng,202200017204,1300.0,LONG ST,CPD,2022/06/22 15:53:31+00,1153,"Arndt, Brian",Theft & Larceny
16230,Vandalism,202200017190,1500.0,TRAILRIDGE RD,CPD,2022/06/22 14:34:46+00,1034,"Green, Bryan",Property Damage
16231,Fraud-credit card,202200017184,1600.0,GREENLEAF LN,CPD,2022/06/22 13:00:00+00,900,"Tennyson, James",Fraud & Financial
16232,Larceny - Theft from Building,202280000551,1600.0,DEL MAR DR,CPD,2022/06/22 02:35:27+00,2235,"Miller, Tiffany ",Theft & Larceny
16233,Sex Offense,202200017135,100.0,"LONGWOOD DR, A",CPD,2022/06/22 00:05:07+00,2005,"Via, Ryan",Assault & Violent Crime
16234,Robbery - Strong Arm,202200017133,1100.0,EMMET ST N,CPD,2022/06/21 23:37:05+00,1937,"Lee, Chandler",Assault & Violent Crime
16235,Assist Citizen - Mental/TDO/ECO,202200017131,1000.0,"AVON ST, B",CPD,2022/06/21 23:34:06+00,1934,"Darby, Michael",Mental Health/Welfare
16236,Fraud-credit card,202200017119,1400.0,"SHORT 18TH ST, A",CPD,2022/06/21 22:14:49+00,1814,"Darby, Michael",Fraud & Financial
16237,Motor Vehicle Theft,202200017109,,CONCORD AVE / HARRIS ST,CPD,2022/06/21 21:18:47+00,1718,"Lee, Chandler",Theft & Larceny
16238,Assist Citizen - Mental/TDO/ECO,202200017104,1400.0,"MONTICELLO RD, 105",CPD,2022/06/21 20:45:40+00,1645,"Aguilera, Natalia",Mental Health/Welfare
16239,Drunkeness DIP,202200017093,600.0,E WATER ST,CPD,2022/06/21 19:17:44+00,1517,"Thomas, Eric",Other
16240,Larceny - Theft from Building,202280000550,1100.0,ROSE HILL DR,CPD,2022/06/21 17:04:40+00,1304,"Miller, Tiffany ",Theft & Larceny
16241,Hit and Run,202200017074,,EMMET ST N / MORTON DR,CPD,2022/06/21 16:50:00+00,1250,"Burchardt, Rudy",Motor Vehicle/Traffic
16242,Suspicious Activity,202200017071,100.0,10 1/2 ST NW / PAGE ST,CPD,2022/06/21 16:06:22+00,1206,"Houchens, Jamell",Other
16243,Hit and Run,202200017059,300.0,CARLTON RD,CPD,2022/06/21 13:06:11+00,906,"Pendleton, Eric",Motor Vehicle/Traffic
16244,Assault Simple,202200017056,1300.0,W MAIN ST,CPD,2022/06/21 12:32:22+00,832,"Houchens, Jamell",Assault & Violent Crime
16245,Animal Complaint,202200017052,900.0,5TH ST SW,CPD,2022/06/21 10:57:34+00,657,"Bise, Collin",Other
16246,Vandalism,202200017049,1100.0,5TH ST SW,CPD,2022/06/21 10:09:45+00,609,"Bise, Collin",Property Damage
16247,Suspicious Activity,202200017030,900.0,"PRESTON AVE, A",CPD,2022/06/21 04:32:52+00,32,"Curry, Brian",Other
16248,Burglary,202200017019,1600.0,GROVE RD,CPD,2022/06/21 02:57:41+00,2257,"Curry, Brian",Theft & Larceny
16249,Burglary,202200017014,600.0,"MASON ST, A3",CPD,2022/06/21 02:28:49+00,2228,"Arreguin, Arron",Theft & Larceny
16250,Burglary,202200017015,1400.0,WELLFORD ST,CPD,2022/06/21 02:11:18+00,2211,"Alfonso, Sean",Theft & Larceny
16251,Larceny - From Motor Vehicle,202200017001,1000.0,PRESTON AVE,CPD,2022/06/20 23:41:58+00,1941,"Alfonso, Sean",Theft & Larceny
16252,Hit and Run,202200016996,,E MARKET ST @ 9TH ST,CPD,2022/06/20 23:03:54+00,1903,"Houchens, Logan",Motor Vehicle/Traffic
16253,Vandalism,202200016995,2300.0,SHELBY DR,CPD,2022/06/20 22:52:51+00,1852,"Alfonso, Sean",Property Damage
16254,Assault Intimidation,202200016994,400.0,RIDGE MCINTIRE RD,CPD,2022/06/20 22:52:15+00,1852,"Jones, Mark",Assault & Violent Crime
16255,Disorderly Conduct,202200016988,1300.0,6TH ST SE,CPD,2022/06/20 21:14:10+00,1714,"Arreguin, Arron",Public Order/Disorderly
16256,Hit and Run,202200016972,200.0,RIVERSIDE AVE,CPD,2022/06/20 19:45:16+00,1545,"Eckenroth, Rachel",Motor Vehicle/Traffic
16257,Larceny - Theft from Building,202280000549,1700.0,"ALLIED, E-1",CPD,2022/06/20 18:28:17+00,1428,"Miller, Tiffany ",Theft & Larceny
16258,Assault Intimidation,202200016957,100.0,E JEFFERSON ST,CPD,2022/06/20 16:10:32+00,1210,"Shiflett, Tammy",Assault & Violent Crime
16259,Larceny - From Motor Vehicle,202200016954,1000.0,SHERIDAN AVE,CPD,2022/06/20 15:48:11+00,1148,"Eckenroth, Rachel",Theft & Larceny
16260,Lost/FoundProperty,202200016948,400.0,10TH ST NE,CPD,2022/06/20 14:12:41+00,1012,"Shiflett, Tammy",Other
16261,Motor Vehicle Theft,202200016947,700.0,LEVY AVE,CPD,2022/06/20 13:40:35+00,940,"Turner, Devon",Theft & Larceny
16262,Larceny - From Motor Vehicle,202200016942,900.0,COLEMAN ST,CPD,2022/06/20 12:55:01+00,855,"Eckenroth, Rachel",Theft & Larceny
16263,Larceny - From Motor Vehicle,202280000548,600.0,ELLIOTT AVE,CPD,2022/06/20 12:44:53+00,844,"Miller, Tiffany ",Theft & Larceny
16264,Larceny - All Other,202200016939,1000.0,SHERIDAN AVE,CPD,2022/06/20 12:31:06+00,831,"Eckenroth, Rachel",Theft & Larceny
16265,Larceny - From Motor Vehicle,202280000543,700.0,BROWN ST,CPD,2022/06/20 12:15:49+00,815,"Miller, Tiffany ",Theft & Larceny
16266,Vandalism,202200016936,2000.0,HOLIDAY DR,CPD,2022/06/20 10:54:03+00,654,"Eckenroth, Rachel",Property Damage
16267,Traffic Stops,202200016914,500.0,HARRIS RD,CPD,2022/06/20 04:25:17+00,25,"Vlasis, Christopher",Motor Vehicle/Traffic
16268,Shots Fired/Illegal Hunting,202200016906,2100.0,"MICHIE DR, 89",CPD,2022/06/20 03:05:01+00,2305,"Curry, Brian",Weapon Offenses
16269,Assault Aggravated,202200016889,400.0,"11TH ST NE, C20",CPD,2022/06/20 01:05:50+00,2105,"Arreguin, Arron",Assault & Violent Crime
16270,Assist Citizen - Mental/TDO/ECO,202200016888,1200.0,EMMET ST N,CPD,2022/06/20 00:48:20+00,2048,"Venereo, Arturo",Mental Health/Welfare
16271,Assist Agency - Backup/Assist,202200016875,900.0,PRESTON AVE,CPD,2022/06/19 23:13:43+00,1913,"Middleton, Matthew",Other
16272,Death Investigation - DOA,202200016874,1400.0,WESTWOOD RD,CPD,2022/06/19 22:53:26+00,1853,"Venereo, Arturo",Other
16273,Lost/FoundProperty,202280000547,100.0,"KENT TER, B",CPD,2022/06/19 21:22:00+00,1722,"Miller, Tiffany ",Other
16274,Assist Citizen - Mental/TDO/ECO,202200016867,1600.0,"GORDON AVE, BCK BLDG",CPD,2022/06/19 21:20:55+00,1720,"Alfonso, Sean",Mental Health/Welfare
16275,Warrant Service,202200016863,800.0,E MARKET ST,CPD,2022/06/19 20:57:51+00,1657,"Lowry, Ryan",Other
16276,Larceny - From Motor Vehicle,202200016857,100.0,HARTFORD CT,CPD,2022/06/19 19:45:28+00,1545,"Arreguin, Arron",Theft & Larceny
16277,Death Investigation - DOA,202200016851,100.0,"BOLLINGWOOD RD, A",CPD,2022/06/19 17:29:28+00,1329,"Houchens, Jamell",Other
16278,Trespass,202200016849,500.0,VALLEY RD,CPD,2022/06/19 16:05:05+00,1205,"Tennyson, James",Public Order/Disorderly
16279,Hit and Run,202200016838,1300.0,E HIGH ST,CPD,2022/06/19 11:43:23+00,743,"Shiflett, Tammy",Motor Vehicle/Traffic
16280,Assault Simple,202200016829,1600.0,MERIDIAN ST,CPD,2022/06/19 06:39:09+00,239,"Darby, Michael",Assault & Violent Crime
16281,Disorderly Conduct,202200016821,100.0,"DUNOVA CT, 2",CPD,2022/06/19 05:20:45+00,120,"Wells, Matthew",Public Order/Disorderly
16282,Assist Citizen - Mental/TDO/ECO,202200016806,1100.0,5TH ST SW,CPD,2022/06/19 03:14:32+00,2314,"Best, Lisa",Mental Health/Welfare
16283,Assault Simple,202200016804,700.0,PROSPECT AVE,CPD,2022/06/19 02:40:00+00,2240,"Darby, Michael",Assault & Violent Crime
16284,Burglary,202200016797,1800.0,"UNIVERSITY CIR, C",CPD,2022/06/19 01:45:04+00,2145,"Lowe, Courteny",Theft & Larceny
16285,Accident w/Injuries,202200016794,100.0,OLD LYNCHBURG RD,CPD,2022/06/19 01:23:54+00,2123,"Bentz, Benjamin ",Motor Vehicle/Traffic
16286,Assist Citizen - Mental/TDO/ECO,202200016791,1400.0,MIDLAND ST,CPD,2022/06/19 00:43:28+00,2043,"Alfonso, Sean",Mental Health/Welfare
16287,Sex Offense,202200016790,1700.0,EMMET ST N,CPD,2022/06/19 00:25:21+00,2025,"Curry, Brian",Assault & Violent Crime
16288,Larceny - From Motor Vehicle,202200016779,300.0,250 BYPASS,CPD,2022/06/18 22:14:52+00,1814,"Curry, Brian",Theft & Larceny
16289,Larceny - From Motor Vehicle,202280000546,100.0,LODGE CREEK CIR,CPD,2022/06/18 17:53:00+00,1353,"Miller, Tiffany ",Theft & Larceny
16290,Larceny - From Motor Vehicle,202200016752,600.0,7 1/2 ST SW,CPD,2022/06/18 15:21:29+00,1121,"Eckenroth, Rachel",Theft & Larceny
16291,Motor Vehicle Theft,202200016751,100.0,BOLLINGWOOD RD,CPD,2022/06/18 15:19:57+00,1119,"Barbour, Tremaine",Theft & Larceny
16292,Death Investigation - DOA,202200016750,800.0,PAGE ST,CPD,2022/06/18 15:03:15+00,1103,"Houchens, Jamell",Other
16293,Assault Intimidation,202200016745,600.0,LOCUST AVE,CPD,2022/06/18 14:17:01+00,1017,"Eckenroth, Rachel",Assault & Violent Crime
16294,Hit and Run,202200016740,100.0,ROYS PL,CPD,2022/06/18 13:29:49+00,929,"Pendleton, Eric",Motor Vehicle/Traffic
16295,Assault Simple,202200016727,100.0,ELLIEWOOD AVE,CPD,2022/06/18 07:57:23+00,357,"Miller, Devin",Assault & Violent Crime
16296,Drunkeness DIP,202200016721,,ELLIEWOOD AVE,CPD,2022/06/18 06:20:04+00,220,"Hopiane, Sayd",Other
16297,Weapons Violations,202200016712,100.0,ELLIEWOOD AVE,CPD,2022/06/18 05:18:40+00,118,"Miller, Devin",Weapon Offenses
16298,Disorderly Conduct,202200016683,1200.0,AVON ST,CPD,2022/06/18 01:47:31+00,2147,"Middleton, Matthew",Public Order/Disorderly
16299,Assault Simple,202200016659,2500.0,WILLARD DR,CPD,2022/06/17 22:51:37+00,1851,"Hopiane, Sayd",Assault & Violent Crime
16300,Assist Citizen - Mental/TDO/ECO,202200016658,400.0,"11TH ST NE, C20",CPD,2022/06/17 22:37:14+00,1837,"Alfonso, Sean",Mental Health/Welfare
16301,Misc - Criminal Call,202200016656,600.0,BEECHWOOD DR,CPD,2022/06/17 21:59:19+00,1759,"Smith, Daniel",Other
16302,Suspicious Activity,202200016653,1400.0,UNIVERSITY AVE,CPD,2022/06/17 20:31:57+00,1631,"Lucas, Todd",Other
16303,Hit and Run,202200016637,200.0,ZAN RD,CPD,2022/06/17 18:34:40+00,1434,"Samar, Jack",Motor Vehicle/Traffic
16304,Larceny - Theft from Building,202280000545,700.0,"WALKER SQ, 2C",CPD,2022/06/17 15:49:38+00,1149,"Miller, Tiffany ",Theft & Larceny
16305,Death Investigation - DOA,202200016619,900.0,FOREST ST,CPD,2022/06/17 14:51:57+00,1051,"Pendleton, Eric",Other
16306,Suspicious Activity,202200016616,1000.0,DRUID AVE,CPD,2022/06/17 14:16:12+00,1016,"Eckenroth, Rachel",Other
16307,Suspicious Activity,202200016613,200.0,E MAIN ST,CPD,2022/06/17 14:05:36+00,1005,"Lowry, Ryan",Other
16308,Harassment,202280000544,100.0,E MAIN ST,CPD,2022/06/17 14:00:45+00,1000,"Miller, Tiffany ",Assault & Violent Crime
16309,Burglary,202200016609,100.0,SEMINOLE CT,CPD,2022/06/17 11:53:09+00,753,"Samar, Jack",Theft & Larceny
16310,Disorderly Conduct,202200016597,700.0,E MAIN ST,CPD,2022/06/17 06:13:14+00,213,"Haug, Ian",Public Order/Disorderly
16311,Domestic Disturbance,202200016576,200.0,BURNET ST,CPD,2022/06/17 02:13:51+00,2213,"Venereo, Arturo",Public Order/Disorderly
16312,Family Offense - Non-Violent,202200016575,100.0,WELK PL,CPD,2022/06/17 02:06:39+00,2206,"Lucas, Corbin",Other
16313,Assault Simple,202200016573,900.0,"ELLIOTT AVE, B",CPD,2022/06/17 01:39:27+00,2139,"Darby, Michael",Assault & Violent Crime
16314,Larceny - All Other,202200016563,1700.0,JEFFERSON PARK AVE,CPD,2022/06/16 23:52:15+00,1952,"Lowe, Courteny",Theft & Larceny
16315,Larceny - All Other,202200016541,600.0,E WATER ST,CPD,2022/06/16 19:41:31+00,1541,"Smith, Daniel",Theft & Larceny
16316,Assault Simple,202200016540,200.0,5TH ST NE,CPD,2022/06/16 19:37:34+00,1537,"Smith, Daniel",Assault & Violent Crime
16317,Suspicious Activity,202200016535,900.0,RAINIER RD,CPD,2022/06/16 18:33:55+00,1433,"Shiflett, Tammy",Other
16318,Larceny - All Other,202200016533,1100.0,5TH ST SW,CPD,2022/06/16 18:22:40+00,1422,"Allen, Claire",Theft & Larceny
16319,Trespass,202200016531,2100.0,IVY RD,CPD,2022/06/16 17:51:11+00,1351,"Lewis, Joey",Public Order/Disorderly
16320,Larceny - From Motor Vehicle,202200016525,100.0,PENICK CT,CPD,2022/06/16 17:17:53+00,1317,"Green, Bryan",Theft & Larceny
16321,Larceny - All Other,202200016524,100.0,W MAIN ST,CPD,2022/06/16 17:10:24+00,1310,"Shiflett, Tammy",Theft & Larceny
16322,Accident w/Injuries,202200016518,500.0,ROUGEMONT AVE,CPD,2022/06/16 15:47:01+00,1147,"Burchardt, Rudy",Motor Vehicle/Traffic
16323,Harassment,202280000542,,PRESTON AVE,CPD,2022/06/16 13:48:26+00,948,"Moje, Ashley",Assault & Violent Crime
16324,Robbery - Strong Arm,202200016497,700.0,CHERRY AVE,CPD,2022/06/16 10:20:14+00,620,"Wells, Matthew",Assault & Violent Crime
16325,Vandalism,202200016496,1600.0,MERIDIAN ST,CPD,2022/06/16 08:52:18+00,452,"Blackwell, Ryan",Property Damage
16326,Disorderly Conduct,202200016473,700.0,6TH ST SE,CPD,2022/06/16 01:05:38+00,2105,"Smith, Daniel",Public Order/Disorderly
16327,Assist Citizen - Mental/TDO/ECO,202200016457,1400.0,"MONTICELLO RD, 105",CPD,2022/06/15 22:12:57+00,1812,"Smith, Daniel",Mental Health/Welfare
16328,Motor Vehicle Theft,202200016452,500.0,1ST ST S,CPD,2022/06/15 21:31:12+00,1731,"Smith, Daniel",Theft & Larceny
16329,Larceny - Theft from Building,202280000541,600.0,"DRUID AVE, 1",CPD,2022/06/15 21:06:20+00,1706,"Moje, Ashley",Theft & Larceny
16330,Suspicious Activity,202200016439,400.0,14TH ST NW,CPD,2022/06/15 19:47:36+00,1547,"Newcomer, Annmarie",Other
16331,Hit and Run,202200016440,900.0,ANDERSON ST,CPD,2022/06/15 19:47:25+00,1547,"Lowe, Courteny",Motor Vehicle/Traffic
16332,Larceny - Theft from Building,202280000540,300.0,"E MAIN ST, 300-2",CPD,2022/06/15 17:28:07+00,1328,"Moje, Ashley",Theft & Larceny
16333,Larceny - Shoplifitng,202280000539,1000.0,EMMET ST N,CPD,2022/06/15 17:14:25+00,1314,"Moje, Ashley",Theft & Larceny
16334,Assist Citizen - Mental/TDO/ECO,202200016434,100.0,"Q LANKFORD AVE, 6",CPD,2022/06/15 17:12:51+00,1312,"Johnston, Ernest",Mental Health/Welfare
16335,Animal Complaint,202200016426,1000.0,LONG ST,CPD,2022/06/15 16:48:47+00,1248,"Allen, Claire",Other
16336,Misc - Criminal Call,202280000538,1100.0,ST CLAIR AVE,CPD,2022/06/15 15:21:14+00,1121,"Moje, Ashley",Other
16337,Larceny - All Other,202200016414,900.0,SEMINOLE TRL,CPD,2022/06/15 15:10:50+00,1110,"McKeown, Kaitlyn",Theft & Larceny
16338,Death Investigation - DOA,202200016410,1600.0,"EMMET ST N, 311",CPD,2022/06/15 14:18:04+00,1018,"Shiflett, Tammy",Other
16339,Burglary,202200016406,100.0,ZAN RD,CPD,2022/06/15 13:26:09+00,926,"McKeown, Kaitlyn",Theft & Larceny
16340,Burglary,202200016405,100.0,ZAN RD,CPD,2022/06/15 12:23:19+00,823,"McKeown, Kaitlyn",Theft & Larceny
16341,Suspicious Activity,202200016399,200.0,SEMINOLE CT,CPD,2022/06/15 12:01:39+00,801,"McKeown, Kaitlyn",Other
16342,Larceny - All Other,202200016394,2000.0,INDIA RD,CPD,2022/06/15 09:33:36+00,533,"Miller, Devin",Theft & Larceny
16343,Assault Simple,202200016382,200.0,E WATER ST,CPD,2022/06/15 03:23:01+00,2323,"Smith, Daniel",Assault & Violent Crime
16344,Driving Under the Influence,202200016379,,ARLINGTON BLVD / EMMET ST N,CPD,2022/06/15 02:34:45+00,2234,"Darby, Michael",Narcotics/Drug Offenses
16345,Larceny - All Other,202200016363,100.0,W MAIN ST,CPD,2022/06/14 22:46:04+00,1846,"Lowry, Ryan",Theft & Larceny
16346,Assault Simple,202200016356,1100.0,EMMET ST N,CPD,2022/06/14 21:46:14+00,1746,"Alfonso, Sean",Assault & Violent Crime
16347,Assist Citizen - Mental/TDO/ECO,202200016360,400.0,SPRING ST,CPD,2022/06/14 21:41:09+00,1741,"Middleton, Matthew",Mental Health/Welfare
16348,Larceny - From Motor Vehicle,202200016348,2200.0,NORTH BERKSHIRE RD,CPD,2022/06/14 20:41:54+00,1641,"Alfonso, Sean",Theft & Larceny
16349,Assist Citizen - Mental/TDO/ECO,202200016326,,BOOKER ST / CHARLTON AVE,CPD,2022/06/14 16:48:20+00,1248,"Burnett, James",Mental Health/Welfare
16350,Animal Complaint,202200016325,500.0,HARRIS RD,CPD,2022/06/14 16:46:38+00,1246,"Allen, Claire",Other
16351,Lost/FoundProperty,202280000537,1600.0,TRAILRIDGE RD,CPD,2022/06/14 15:36:00+00,1136,"Moje, Ashley",Other
16352,Fraud-false pretense,202200016313,700.0,BOLLING AVE,CPD,2022/06/14 14:51:03+00,1051,"Wagner, Christopher ",Fraud & Financial
16353,Lost/FoundProperty,202200016311,100.0,2ND ST NE,CPD,2022/06/14 13:18:09+00,918,"Arndt, Brian",Other
16354,Vandalism,202280000536,1200.0,"PARK ST, 4",CPD,2022/06/14 11:04:01+00,704,"Moje, Ashley",Property Damage
16355,Larceny - All Other,202200016280,200.0,E MARKET ST,CPD,2022/06/14 04:35:31+00,35,"Darby, Michael",Theft & Larceny
16356,Larceny - All Other,202200016238,700.0,"WALKER, 2D",CPD,2022/06/13 23:31:57+00,1931,"Middleton, Matthew",Theft & Larceny
16357,Burglary,202200016225,2200.0,NORTH BERKSHIRE RD,CPD,2022/06/13 21:28:27+00,1728,"Becton, Joel",Theft & Larceny
16358,Assist Citizen - Mental/TDO/ECO,202200016212,800.0,W MAIN ST,CPD,2022/06/13 19:18:10+00,1518,"Turner, Devon",Mental Health/Welfare
16359,Larceny - From Motor Vehicle,202200016220,800.0,W MAIN ST,CPD,2022/06/13 19:07:34+00,1507,"Middleton, Matthew",Theft & Larceny
16360,Larceny - Of Veh Parts/Access,202200016210,200.0,E WATER ST,CPD,2022/06/13 19:00:34+00,1500,"Young, Steven",Theft & Larceny
16361,Hit and Run,202200016207,1100.0,HOLMES AVE,CPD,2022/06/13 18:52:52+00,1452,"Shiflett, Tammy",Motor Vehicle/Traffic
16362,Larceny - From Motor Vehicle,202200016205,1800.0,"JEFFERSON PARK AVE, 37",CPD,2022/06/13 18:20:13+00,1420,"Nash, Darius",Theft & Larceny
16363,Assist Agency - Other,202200016189,1300.0,W MAIN ST,CPD,2022/06/13 15:29:55+00,1129,"Houchens, Jamell",Other
16364,Larceny - Theft from Building,202280000535,200.0,FORREST RD,CPD,2022/06/13 15:04:05+00,1104,"Moje, Ashley",Theft & Larceny
16365,Burglary,202200016183,2000.0,JEFFERSON PARK AVE,CPD,2022/06/13 14:03:10+00,1003,"Samar, Jack",Theft & Larceny
16366,Suspicious Activity,202200016181,800.0,PAGE ST,CPD,2022/06/13 13:24:53+00,924,"Houchens, Jamell",Other
16367,Animal Complaint,202200016180,300.0,"13TH ST NW, 6",CPD,2022/06/13 13:18:48+00,918,"Allen, Claire",Other
16368,Accident Private Property,202200016177,1300.0,"CARLTON AVE, 201",CPD,2022/06/13 13:09:05+00,909,"Turner, Devon",Motor Vehicle/Traffic
16369,Assist Citizen - Mental/TDO/ECO,202200016160,2200.0,FONTAINE AVE,CPD,2022/06/13 04:48:12+00,48,"Patel, Akash",Mental Health/Welfare
16370,Larceny - Shoplifitng,202280000534,500.0,W MAIN ST,CPD,2022/06/13 04:25:58+00,25,"Moje, Ashley",Theft & Larceny
